SkillName	SkillID	Design_Belong	Design_Effect	MaxLevel	KindType	FunctionType	UIType	BelongKungfu	BelongSchool	CastMode	WeaponRequest	IsCostAmmo	CostItemType	CostItemIndex	MountRequestType	MountRequestDetail	MountType	IsMountAble	IsPassiveSkill	IsChannelSkill	IsExpSkill	IsExactHit	IsInstinct	IsAutoTurn	CauseAbradeEquipment	CauseBeatBreak	CauseBeatBack	HasCriticalStrike	SkillEventMask1	SkillEventMask2	SkillCastFlag	UseCastScript	Use3DObstacle	CheckReachable	IgnorePositiveShield	IgnoreNegativeShield	NeedOutOfFight	SelfOnFear	SelfHorseStateRequest	TargetTypePlayer	TargetTypeNpc	TargetRelationNone	TargetRelationSelf	TargetRelationAlly	TargetRelationEnemy	TargetRelationDialog	TargetRelationNeutrality	TargetRelationParty	TargetRelationRaid	TargetHorseStateRequest	TargetOnFear	AutoSelectTarget	NPCWeaponType	CommonSkillActiveMode	IsBindCombatTag	EffectPlayType	ScriptFile	_ScriptFileHashID	EffectType	CheckBindBuff	MountRequestDetailLevel	CastMask	SelfMoveStateMask	TargetMoveStateMask	RecipeType	MapBanMask	SkillMark	SelfBackupMoveStateMask	TargetRelationMentor	TargetRelationApprentice	KungfuMountID	HorseMask	PetTemplateID	TargetNpcSpeciesMask	SelfSprintStateRequest	SelfTerrainStateRequest	SelfFollowStateRequest	IgnoreCamp	TargetFollowStateRequest	IsCheckStealth	SelfMoveStateMask2	SelfBackupMoveStateMask2	TargetMoveStateMask2	Pos	CanReverse	CanCastOnTower	TargetRelationTeamGroup	TargetJumpCountMask	IgnoreSilence	LongRange	BelongDynamicGroupID	IsTherapy	CanKeepHoard	CanCastWithHoard	CanAddMaxRadius	KillRushCanCastMode	MinSelectTargetCount	MaxSelectTargetCount	SkillEventMask3	UseDamageScalingCompression	IgnoreImmunityCast
帮会约战_藏剑_九溪弥烟	7634	测试技能	直接伤害技能	1	Physics	Damage	1	10179	13	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	519	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	帮会\帮会约战_九溪弥烟.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		0	7	0	7	0	0	0															
帮会约战_藏剑_风来吴山	7635	测试技能	直接伤害技能	1	Physics	Damage	1	10179	13	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	帮会\帮会约战_风来吴山.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		0	7	0	7	0	0	0															
帮会约战_藏剑_云飞玉皇	7636	测试技能	直接伤害技能	1	Physics	Damage	1	10179	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1031	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	帮会\帮会约战_云飞玉皇.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0															
帮会约战_三环套月	7637	测试技能	直接伤害技能	1	Physics	Damage	1	10179	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	519	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	帮会\帮会约战_三环套月.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0															
帮会约战_万剑归宗	7638	测试技能	直接伤害技能	1	Physics	Damage	1	10179	13	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	519	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	帮会\帮会约战_万剑归宗.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		0	7	0	7	0	0	0															
帮会约战_大道无术	7639	测试技能	直接伤害技能	1	Physics	Halt	1	10179	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	519	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	帮会\帮会约战_大道无术.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0															
帮会约战_江海凝光	7640	测试技能	直接伤害技能	1	LunarMagic	Damage	1	10179	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	593	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	帮会\帮会约战_江海凝光.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0															
帮会约战_剑灵寰宇	7641	测试技能	直接伤害技能	1	LunarMagic	Damage	1	10179	13	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	593	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	帮会\帮会约战_剑灵寰宇.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		0	7	0	7	0	0	0															
帮会约战_剑主天地	7642	测试技能	直接伤害技能	1	LunarMagic	Damage	1	10179	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	593	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	帮会\帮会约战_剑主天地.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0															
帮会约战_普渡四方	7643	测试技能	直接伤害技能	1	SolarMagic	Damage	1	10179	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	561	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	帮会\帮会约战_普渡四方.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0															
帮会约战_横扫六合	7644	测试技能	直接伤害技能	1	SolarMagic	Damage	1	10179	13	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	561	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	帮会\帮会约战_横扫六合.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		0	7	0	7	0	0	0															
帮会约战_捉影式	7645	测试技能	直接伤害技能	1	SolarMagic	Damage	1	10179	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	561	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	帮会\帮会约战_捉影式.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0															
帮会约战_穿云	7646	测试技能	直接伤害技能	1	Physics	Damage	1	10179	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	519	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	帮会\帮会约战_穿云.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0															
帮会约战_龙牙	7647	测试技能	直接伤害技能	1	Physics	Damage	1	10179	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	519	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	帮会\帮会约战_龙牙.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0															
帮会约战_突	7648	测试技能	直接伤害技能	1	Physics	Damage	1	10179	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	519	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	帮会\帮会约战_突.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0															
帮会约战_夺魄箭	7649	测试技能	直接伤害技能	1	Physics	Damage	1	10179	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1031	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	帮会\帮会约战_夺魄箭.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0															
帮会约战_追命箭	7650	测试技能	直接伤害技能	1	Physics	Damage	1	10179	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1031	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	帮会\帮会约战_追命箭.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0															
帮会约战_雷震子	7651	测试技能	直接伤害技能	1	Physics	Stun	1	10179	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	519	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	帮会\帮会约战_雷震子.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0															
帮会约战_蝎心	7652	测试技能	直接伤害技能	1	Poison	Damage	1	10179	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1297	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	帮会\帮会约战_蝎心.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0															
帮会约战_蛇影	7653	测试技能	直接伤害技能	1	Poison	Damage	1	10179	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17169	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	帮会\帮会约战_蛇影.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0															
帮会约战_千丝	7654	测试技能	直接伤害技能	1	Poison	Slow	1	10179	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17169	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	帮会\帮会约战_千丝.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0															
帮会约战_阳明指	7655	测试技能	直接伤害技能	1	NeutralMagic	Damage	1	10179	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1169	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	帮会\帮会约战_阳明指.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0															
帮会约战_少阳指	7656	测试技能	直接伤害技能	1	Poison	Slow	1	10179	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17169	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	帮会\帮会约战_少阳指.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0															
帮会约战_芙蓉并蒂	7657	测试技能	直接伤害技能	1	Poison	Halt	1	10179	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17169	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	帮会\帮会约战_芙蓉并蒂.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0															
中秋活动_复活用	7658	测试技能	直接伤害技能	1	None	Normal	1	10228	13	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	Quest\中秋活动_复活用.lua		Neutral	0	0	0	82174	1006715134	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		0	7	0	7	0	0	0															
帮会约战_极寒冰弹	7659	测试技能	直接伤害技能	1	Physics	Damage	1	10179	13	TargetArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	519	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	帮会\帮会约战_极寒冰弹.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0															
寇岛_轰击	7660	测试技能	直接伤害技能	1	Physics	Normal	1	10060	13	PointArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1025	0	0	0	0	0	1	0	0	0	NotHorse	0	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	Quest\寇岛_轰击.lua		Neutral	0	0	0	28926	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		0	7	0	7	0	0	0															
寇岛_爆炸	7661	测试技能	直接伤害技能	1	Physics	Normal	1	10060	13	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	519	0	0	0	0	0	1	1	0	0	NotHorse	1	1	1	0	1	1	1	0	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Quest\寇岛_爆炸.lua		Neutral	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		0	7	0	7	0	0	0															
帮会约战_急速火炮	7662	测试技能	直接伤害技能	1	Physics	Damage	1	10179	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	515	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	帮会\帮会约战_急速火炮.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0															
寇岛_炮台做动作用	7663	测试技能	直接伤害技能	1	None	Normal	1	10060	13	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	NotHorse	0	1	1	0	1	0	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Quest\寇岛_炮台做动作.lua		Neutral	0	0	0	28926	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		0	7	0	7	0	0	0															
寇岛_轰击伤害技能	7664	测试技能	直接伤害技能	1	Physics	Damage	1	10060	13	PointArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	523	0	0	0	0	0	1	0	0	0	NotHorse	0	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	Quest\寇岛_轰击伤害.lua		Harmful	0	0	0	28926	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		0	7	0	7	0	0	0															
月饼1	7665	测试技能	直接伤害技能	6	None	Normal	1	10067	13	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0		0	0	0	0	0	1	1	0	Any	1	0	0	1	0	0	0	0	0	0	Any	0	0	0		0	None	生活技能\烹饪\中秋节月饼.lua		Beneficial				16642	1006649602				0	0	0	0	0	0		NotInSprint	Any				0	4	0	4	0	0	0															
明教场景_添加大漠感知	7666	测试技能	直接伤害技能	1	None	Normal	1	10251	13	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	Quest\明教任务_大漠感知添加.lua		Neutral	0	0	0	4095998	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		0	7	0	7	0	0	0															
南诏外围_天蝎_天蝎毒	7667	测试技能	直接伤害技能	5	Poison	Damage	1	10222	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	784	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	Quest\南诏外围_天蝎_天蝎毒.lua		Harmful	0	0	0	4095998	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0															
南诏外围_天蝎_天蝎毒_伤害	7668	测试技能	直接伤害技能	5	Poison	Damage	1	10222	13	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	784	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	Quest\南诏外围_天蝎_天蝎毒_伤害.lua		Harmful	0	0	0	4095998	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		0	7	0	7	0	0	0															
南诏外围_地蝎_地蝎刺	7669	测试技能	直接伤害技能	5	Physics	Damage	1	10222	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	518	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	Quest\南诏外围_地蝎_地蝎刺.lua		Harmful	0	0	0	4095998	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0															
南诏外围_明目子_断岳斩	7670	测试技能	直接伤害技能	5	Physics	Normal	1	10222	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	518	0	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	Quest\南诏外围_明目子_断岳斩.lua		Harmful	0	0	0	4095998	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0															
南诏外围_明目子_千影游丝剑	7671	测试技能	直接伤害技能	1	NeutralMagic	Damage	1	10222	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	656	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	Quest\南诏外围_明目子_千影游丝剑.lua		Harmful	0	0	0	4095998	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0															
南诏外围_明目子_无形气盾	7672	测试技能	直接伤害技能	5	Physics	Normal	1	10222	13	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	515	0	0	0	0	0	0	1	0	0	NotHorse	0	1	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	Quest\南诏外围_明目子_无形气盾.lua		Beneficial	0	0	0	16638	1006649598	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		0	7	0	7	0	0	0															
盗宝贼_明教慈悲愿	7673	测试技能	直接伤害技能	1	SolarMagic	Damage	1	10217	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	Quest\盗宝贼_明教慈悲愿.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0															
盗宝贼_明教戒火斩	7674	测试技能	直接伤害技能	1	SolarMagic	Damage	1	10217	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	Quest\盗宝贼_明教戒火斩.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0															
帮会约战_爆破箭	7675	测试技能	直接伤害技能	1	Physics	Damage	1	10179	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	帮会\帮会约战_爆破箭.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0															
帮会约战_万箭齐发	7676	测试技能	直接伤害技能	1	Physics	Damage	1	10179	13	Sector	0	0	Invalid	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	帮会\帮会约战_万箭齐发.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		0	7	0	7	0	0	0															
帮会约战_锣声惊胆	7677	测试技能	直接伤害技能	1	Physics	Damage	1	10179	13	CasterArea	0	0	Invalid	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	帮会\帮会约战_锣声惊胆.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		0	7	0	7	0	0	0															
帮会约战_快速修复	7678	测试技能	直接伤害技能	1	Physics	Normal	1	10179	13	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NotHorse	1	1	1	1	1	0	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	帮会\帮会约战_快速修复.lua		Beneficial	0	0	0	16638	1006649598	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		0	7	0	7	0	0	0															
帮会约战_爆破箭_发射	7679	测试技能	直接伤害技能	1	Physics	Damage	1	10179	13	TargetArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	帮会\帮会约战_爆破箭_发射.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0															
帮会约战_爆破箭_伤害	7680	测试技能	直接伤害技能	25	Physics	Damage	1	10179	13	TargetArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	帮会\帮会约战_爆破箭_伤害.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0															
帮会约战_快速修复_读条	7681	测试技能	直接伤害技能	1	Physics	Normal	1	10179	13	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NotHorse	1	1	1	1	1	0	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	帮会\帮会约战_快速修复_读条.lua		Beneficial	0	0	0	16638	1006649598	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		0	7	0	7	0	0	0															
帮会约战_凛霜箭矢	7682	测试技能	直接伤害技能	1	LunarMagic	Damage	1	10179	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	65	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	帮会\帮会约战_冰弹.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0															
帮会约战_燃火炮弹	7683	测试技能	直接伤害技能	1	SolarMagic	Damage	1	10179	13	TargetArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	33	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	帮会\帮会约战_火弹.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0															
帮会约战_酸性毒雾	7684	测试技能	直接伤害技能	1	Poison	Damage	1	10179	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	257	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	帮会\帮会约战_毒弹.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0															
帮会约战_燃烧	7685	测试技能	直接伤害技能	1	SolarMagic	Damage	1	10179	13	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	33	0	0	0	0	0	1	0	0	0	NotHorse	0	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	帮会\帮会约战_燃烧.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		0	7	0	7	0	0	0															
