ID	Name	Useage	FunctionType	RepresentPos	RepresentID	AppendType	DetachType	BuffType	Level	Intensity	IsStackable	MaxStackNum	Count	Interval	Hide	Exclude	Save	OnStand	OnWalk	OnRun	OnJump	OnSwim	OnFloat	OnSit	OnKnockedDown	OnKnockedBack	OnKnockedOff	OnHalt	OnAutoFly	OnDeath	OnDash	OnPull	OnManaShield	OnFight	OnHorse	OnTerrain	FormationLeader	ScriptFile	GlobalExclude	UniqueTarget	CanCancel	BeginAttrib1	BeginValue1A	BeginValue1B	BeginAttrib2	BeginValue2A	BeginValue2B	BeginAttrib3	BeginValue3A	BeginValue3B	BeginAttrib4	BeginValue4A	BeginValue4B	BeginAttrib5	BeginValue5A	BeginValue5B	BeginAttrib6	BeginValue6A	BeginValue6B	BeginAttrib7	BeginValue7A	BeginValue7B	BeginAttrib8	BeginValue8A	BeginValue8B	BeginAttrib9	BeginValue9A	BeginValue9B	BeginAttrib10	BeginValue10A	BeginValue10B	BeginAttrib11	BeginValue11A	BeginValue11B	BeginAttrib12	BeginValue12A	BeginValue12B	BeginAttrib13	BeginValue13A	BeginValue13B	BeginAttrib14	BeginValue14A	BeginValue14B	BeginAttrib15	BeginValue15A	BeginValue15B	ActiveAttrib1	ActiveValue1A	ActiveValue1B	ActiveAttrib2	ActiveValue2A	ActiveValue2B	EndTimeAttrib1	EndTimeValue1A	EndTimeValue1B	EndTimeAttrib2	EndTimeValue2A	EndTimeValue2B	IsCountable	DecayType	MoveStateMask	MapBanMask	IsOffLineClock	CanAccumulate	SrcDistance	InSprint	InFollow	CancelByUseItem	MapInvalidMask	IsCombatBuff	MinInterval	ClearUnderWater	MoveStateMask2	ShapeShiftInvalid	MaxInterval	ActiveCoefficient	CanBeSteal	NeedSync	BeginValue1C	BeginValue1D	BeginValue2C	BeginValue2D	BeginValue3C	BeginValue3D	BeginValue4C	BeginValue4D	BeginValue5C	BeginValue5D	BeginValue6C	BeginValue6D	BeginValue7C	BeginValue7D	BeginValue8C	BeginValue8D	BeginValue9C	BeginValue9D	BeginValue10C	BeginValue10D	BeginValue11C	BeginValue11D	BeginValue12C	BeginValue12D	BeginValue13C	BeginValue13D	BeginValue14C	BeginValue14D	BeginValue15C	BeginValue15D	ActiveValue1C	ActiveValue1D	ActiveValue2C	ActiveValue2D	EndTimeValue1C	EndTimeValue1D	EndTimeValue2C	EndTimeValue2D	NoCoverRepresent	MaxAccumulateCount	BeginNotRollBackAttrib1	BeginNotRollBackValue1A	BeginNotRollBackValue1B	BeginNotRollBackValue1C	BeginNotRollBackValue1D	BeginNotRollBackAttrib2	BeginNotRollBackValue2A	BeginNotRollBackValue2B	BeginNotRollBackValue2C	BeginNotRollBackValue2D	BeginNotRollBackAttrib3	BeginNotRollBackValue3A	BeginNotRollBackValue3B	BeginNotRollBackValue3C	BeginNotRollBackValue3D	BeginNotRollBackAttrib4	BeginNotRollBackValue4A	BeginNotRollBackValue4B	BeginNotRollBackValue4C	BeginNotRollBackValue4D	BeginNotRollBackAttrib5	BeginNotRollBackValue5A	BeginNotRollBackValue5B	BeginNotRollBackValue5C	BeginNotRollBackValue5D
6926	血战天策_苏曼莎_白鸟	99	Normal	Body	0	6926	0	Invalid	2	1	0	1	1	80	0	1	1																None	Fight	Any	Any	0		1	0	0	atModifyCostManaPercent	512		atSkillEventHandler	1141		atPositiveShield																																																				-1	3758030846		0	0	0	Any	Any		0		80		63	1	80	1	0	1																																																																	
6927	血战天策_苏曼莎_金蛇毒	99	Normal	Body	0	6927	0	Invalid	1	1	1	20	15	16	0	1	1																None	Fight	Any	Any	0		1	0	0																																														atCallPoisonDamage	69		atExecuteScript	skill\npc\副本BOSS\血战天策\血战天策_令狐伤_金蛇毒爆.lua									-1	3758030846		0	0	0	Any	Any		0		16		63	1	16	1	0	1																																																																	
6927	血战天策_苏曼莎_金蛇毒	99	Normal	Body	0	6927	0	Invalid	2	1	1	20	15	16	0	1	1																None	Fight	Any	Any	0		1	0	0																																														atCallPoisonDamage	167		atExecuteScript	skill\npc\副本BOSS\血战天策\血战天策_令狐伤_金蛇毒爆.lua									-1	3758030846		0	0	0	Any	Any		0		16		63	1	16	1	0	1																																																																	
6927	血战天策_苏曼莎_金蛇毒	99	Normal	Body	0	6927	0	Invalid	3	1	1	20	15	16	0	1	1																None	Fight	Any	Any	0		1	0	0																																														atCallPoisonDamage	265		atExecuteScript	skill\npc\副本BOSS\血战天策\血战天策_令狐伤_金蛇毒爆.lua									-1	3758030846		0	0	0	Any	Any		0		16		63	1	16	1	0	1																																																																	
6927	血战天策_苏曼莎_金蛇毒	99	Normal	Body	0	6927	0	Invalid	4	1	1	20	15	16	0	1	1																None	Fight	Any	Any	0		1	0	0																																														atCallPoisonDamage	588		atExecuteScript	skill\npc\副本BOSS\血战天策\血战天策_令狐伤_金蛇毒爆.lua									-1	3758030846		0	0	0	Any	Any		0		16		63	1	16	1	0	1																																																																	
6927	血战天策_苏曼莎_金蛇毒	99	Normal	Body	0	6927	0	Invalid	5	1	1	20	15	16	0	1	1																None	Fight	Any	Any	0		1	0	0																																														atCallPoisonDamage	167		atExecuteScript	skill\npc\副本BOSS\血战天策\血战天策_令狐伤_金蛇毒爆.lua									-1	3758030846		0	0	0	Any	Any		0		16		63	1	16	1	0	1																																																																	
6927	血战天策_苏曼莎_金蛇毒	99	Normal	Body	0	6927	0	Invalid	6	1	1	20	15	16	0	1	1																None	Fight	Any	Any	0		1	0	0																																														atCallPoisonDamage	98		atExecuteScript	skill\npc\副本BOSS\血战天策\血战天策_令狐伤_金蛇毒爆.lua									-1	3758030846		0	0	0	Any	Any		0		16		63	1	16	1	0	1																																																																	
6928	直城门_挡箭	100	Normal	Trample	6928	6928	0	Invalid	1	1	0	1	1	16	0	1	0																None	Any	Any	Any	0		1	0	1	atMaxJumpCount	-2		atMoveSpeedPercent	-512		atSilenceAll																																							atExecuteScript	skill\npc\副本BOSS\直城门\直城门_挡箭.lua												-1	3758030846		0	0	0	Any	Any		0		16		63	1	16	1	0	1																																																																	
6929	直城门_暴露	100	Normal	Body	0	6929	0	Invalid	1	2	0	1	8	16	0	1	0																None	Any	Any	Any	0		1	0	0																																																				atExecuteScript	skill\npc\副本BOSS\直城门\直城门_暴露.lua						-1	12		0	0	0	Any	Any		0		16		60	1	16	1	0	1																																																																	
6930	直城门_隐藏	100	Normal	Body	0	6929	0	Invalid	1	1	0	1	1	16	0	1	0																None	Any	Any	Any	0		1	0	1																																																											-1	3758030846		0	0	0	Any	Any		0		16		63	1	16	1	0	1																																																																	
6931	血战天策_苏曼莎_千丝舞	99	Normal	Body	0	6931	0	Invalid	1	1	0	1	1	128	0	1	1																None	Fight	Any	Any	0		1	0	0	atMoveSpeedPercent	-307		atSilence	6																																																						-1	3758030846		0	0	0	Any	Any		0		128		63	1	128	1	0	1																																																																	
6931	血战天策_苏曼莎_千丝舞	99	Normal	Body	0	6931	0	Invalid	2	1	0	1	1	128	0	1	1																None	Fight	Any	Any	0		1	0	0	atMoveSpeedPercent	-307		atSilence	6																																																						-1	3758030846		0	0	0	Any	Any		0		128		63	1	128	1	0	1																																																																	
6932	血战天策_苏曼莎_冰雨舞	99	Normal	Body	0	6932	0	Invalid	1	1	1	5	1	240	0	1	1																None	Fight	Any	Any	0		1	0	0	atMoveSpeedPercent	-102		atExecuteScript	skill\npc\副本BOSS\血战天策\血战天策_苏曼莎_冰雨舞.lua																																																						-1	3758030846		0	0	0	Any	Any		0		240		63	1	240	1	0	1																																																																	
6932	血战天策_苏曼莎_冰雨舞	99	Normal	Body	0	6932	0	Invalid	2	1	1	5	1	240	0	1	1																None	Fight	Any	Any	0		1	0	0	atMoveSpeedPercent	-102		atExecuteScript	skill\npc\副本BOSS\血战天策\血战天策_苏曼莎_冰雨舞.lua																																																						-1	3758030846		0	0	0	Any	Any		0		240		63	1	240	1	0	1																																																																	
6933	血战天策_苏曼莎_冻结	99	Normal	Body	0	6933	0	Invalid	1	1	0	1	1	640	0	1	1																None	Fight	Any	Any	0		1	0	0	atFreeze			atPullRate	-2048		atSkillEventHandler	1115																																																			-1	3758030846		0	0	0	Any	Any		0		640		63	1	640	1	0	1																																																																	
6933	血战天策_苏曼莎_冻结	99	Normal	Body	0	6933	0	Invalid	2	1	0	1	1	640	0	1	1																None	Fight	Any	Any	0		1	0	0	atFreeze			atPullRate	-2048		atSkillEventHandler	1115																																																			-1	3758030846		0	0	0	Any	Any		0		640		63	1	640	1	0	1																																																																	
6933	血战天策_苏曼莎_冻结	99	Normal	Body	0	6933	0	Invalid	3	1	0	1	1	640	0	1	1																None	Fight	Any	Any	0		1	0	0	atFreeze			atPullRate	-2048		atSkillEventHandler	1115																																																			-1	3758030846		0	0	0	Any	Any		0		640		63	1	640	1	0	1																																																																	
6933	血战天策_苏曼莎_冻结	99	Normal	Body	0	6933	0	Invalid	4	1	0	1	1	640	0	1	1																None	Fight	Any	Any	0		1	0	0	atFreeze			atPullRate	-2048		atSkillEventHandler	1115																																																			-1	3758030846		0	0	0	Any	Any		0		640		63	1	640	1	0	1																																																																	
6934	血战天策_苏曼莎_惧寒之心	99	Normal	Body	0	6934	0	Invalid	1	1	0	1	1	9600	0	1	1																None	Fight	Any	Any	0		1	0	0																																																											-1	3758030846		0	0	0	Any	Any		0		9600		63	1	9600	1	0	1																																																																	
6934	血战天策_苏曼莎_惧寒之心	99	Normal	Body	0	6934	0	Invalid	2	1	0	1	1	9600	0	1	1																None	Fight	Any	Any	0		1	0	0																																																											-1	3758030846		0	0	0	Any	Any		0		9600		63	1	9600	1	0	1																																																																	
6935	血战天策_苏曼莎_小飞银针	99	Normal	Body	0	6935	0	Invalid	1	1	0	1	1	96	0	1	1																None	Fight	Any	Any	0		1	0	0	atSilenceAll																																																										-1	3758030846		0	0	0	Any	Any		0		96		63	1	96	1	0	1																																																																	
6935	血战天策_苏曼莎_小飞银针	99	Normal	Body	0	6935	0	Invalid	2	1	0	1	1	96	0	1	1																None	Fight	Any	Any	0		1	0	0	atSilenceAll																																																										-1	3758030846		0	0	0	Any	Any		0		96		63	1	96	1	0	1																																																																	
6936	血战天策_苏曼莎_闪舞刺_混乱	99	Normal	Body	0	6917	0	Invalid	1	1	0	1	3	24	0	1	1																None	Fight	Any	Any	0		1	0	0	atDisableMoveCtrl																																													atCastSkillTargetDst	8414	1											-1	3758030846		0	0	0	Any	Any		0		24		63	1	24	1	0	1																																																																	
6936	血战天策_苏曼莎_闪舞刺_混乱	99	Normal	Body	0	6917	0	Invalid	2	1	0	1	3	24	0	1	1																None	Fight	Any	Any	0		1	0	0	atDisableMoveCtrl																																													atCastSkillTargetDst	8414	1											-1	3758030846		0	0	0	Any	Any		0		24		63	1	24	1	0	1																																																																	
6937	血战天策_苏曼莎_闪舞刺_无力	99	Normal	Body	0	6937	0	Invalid	1	1	0	1	1	96	0	1	1																None	Fight	Any	Any	0		1	0	0	atSkillEventHandler	1116																																																									-1	3758030846		0	0	0	Any	Any		0		96		63	1	96	1	0	1																																																																	
6937	血战天策_苏曼莎_闪舞刺_无力	99	Normal	Body	0	6937	0	Invalid	2	1	0	1	1	96	0	1	1																None	Fight	Any	Any	0		1	0	0	atSkillEventHandler	1116																																																									-1	3758030846		0	0	0	Any	Any		0		96		63	1	96	1	0	1																																																																	
6938	血战天策_苏曼莎_闪舞刺_流血	99	Normal	Body	0	6938	0	Invalid	1	1	0	1	12	16	0	1	1																None	Fight	Any	Any	0		1	0	0																																														atCallPhysicsDamage	98												-1	3758030846		0	0	0	Any	Any		0		16		63	1	16	1	0	1																																																																	
6938	血战天策_苏曼莎_闪舞刺_流血	99	Normal	Body	0	6938	0	Invalid	2	1	0	1	12	16	0	1	1																None	Fight	Any	Any	0		1	0	0																																														atCallPhysicsDamage	490												-1	3758030846		0	0	0	Any	Any		0		16		63	1	16	1	0	1																																																																	
6939	血战天策_阿史那从礼_明智buff	99	Normal	Body	0	6939	0	Invalid	1	1	0	1	1	240	0	1	1																None	Any	Any	Any	0		1	0	1	atBeTherapyCoefficient	5120																																																									-1	3758030846		0	0	0	Any	Any		0		240		63	1	240	1	0	1																																																																	
6939	血战天策_阿史那从礼_明智buff	99	Normal	Body	0	6939	0	Invalid	2	1	0	1	1	240	0	1	1																None	Any	Any	Any	0		1	0	1	atBeTherapyCoefficient	20480																																																									-1	3758030846		0	0	0	Any	Any		0		240		63	1	240	1	0	1																																																																	
6939	血战天策_阿史那从礼_明智buff	99	Normal	Body	0	6939	0	Invalid	3	1	0	1	1	240	0	1	1																None	Any	Any	Any	0		1	0	1	atBeTherapyCoefficient	10240																																																									-1	3758030846		0	0	0	Any	Any		0		240		63	1	240	1	0	1																																																																	
6940	血战天策_令狐伤_秘剑·金蛇	99	Normal	Body	0	6940	0	Invalid	1	1	0	1	1	240	0	1	1																None	Fight	Any	Any	0		1	0	0	atActiveThreatCoefficient	0	3072	atPoisonDamageCoefficient	512																																																						-1	3758030846		0	0	0	Any	Any		0		240		63	1	240	1	0	1																																																																	
6940	血战天策_令狐伤_秘剑·金蛇	99	Normal	Body	0	6940	0	Invalid	2	1	0	1	1	240	0	1	1																None	Fight	Any	Any	0		1	0	0	atActiveThreatCoefficient	0	3072	atPoisonDamageCoefficient	512																																																						-1	3758030846		0	0	0	Any	Any		0		240		63	1	240	1	0	1																																																																	
6940	血战天策_令狐伤_秘剑·金蛇	99	Normal	Body	0	6940	0	Invalid	3	1	0	1	1	240	0	1	1																None	Fight	Any	Any	0		1	0	0	atActiveThreatCoefficient	0	3072	atPoisonDamageCoefficient	512																																																						-1	3758030846		0	0	0	Any	Any		0		240		63	1	240	1	0	1																																																																	
6940	血战天策_令狐伤_秘剑·金蛇	99	Normal	Body	0	6940	0	Invalid	4	1	0	1	1	240	0	1	1																None	Fight	Any	Any	0		1	0	0	atActiveThreatCoefficient	0	3072	atPoisonDamageCoefficient	512																																																						-1	3758030846		0	0	0	Any	Any		0		240		63	1	240	1	0	1																																																																	
6941	血战天策_令狐伤_剑王的气势	99	Normal	Body	0	6941	0	Invalid	1	1	1	5	1	320	0	1	1																None	Fight	Any	Any	0		1	0	1	atGlobalResistPercent	102																																																									-1	3758030846		0	0	0	Any	Any		0		320		63	1	320	1	0	1																																																																	
6941	血战天策_令狐伤_剑王的气势	99	Normal	Body	0	6941	0	Invalid	2	1	1	5	1	320	0	1	1																None	Fight	Any	Any	0		1	0	1	atGlobalResistPercent	102																																																									-1	3758030846		0	0	0	Any	Any		0		320		63	1	320	1	0	1																																																																	
6941	血战天策_令狐伤_剑王的气势	99	Normal	Body	0	6941	0	Invalid	3	1	1	5	1	320	0	1	1																None	Fight	Any	Any	0		1	0	1	atGlobalResistPercent	102																																																									-1	3758030846		0	0	0	Any	Any		0		320		63	1	320	1	0	1																																																																	
6941	血战天策_令狐伤_剑王的气势	99	Normal	Body	0	6941	0	Invalid	4	1	1	5	1	320	0	1	1																None	Fight	Any	Any	0		1	0	1	atGlobalResistPercent	102																																																									-1	3758030846		0	0	0	Any	Any		0		320		63	1	320	1	0	1																																																																	
6942	血战天策_阿史那从礼_小七正面格挡盾	99	Normal	Body	0	6942	0	Invalid	1	1	0	1	1	0	0	1	1																None	Any	Any	Any	0		1	0	1	atPositiveShield																																																										-1	3758030846		0	0	0	Any	Any		0		0		63	1	0	1	0	1																																																																	
6943	血战天策_保护青雅牧场_狼牙据点_邪心毒	99	Normal	Body	0	6943	0	Invalid	1	1	1	10	5	48	0	1	1																None	Any	Any	Any	0		1	0	0																																														atCallPoisonDamage	686												-1	3758030846		0	0	0	Any	Any		0		48		63	1	48	1	0	1																																																																	
6943	血战天策_保护青雅牧场_狼牙据点_邪心毒	99	Normal	Body	0	6943	0	Invalid	2	1	1	10	10	48	0	1	1																None	Any	Any	Any	0		1	0	0																																														atCallPoisonDamage	980												-1	3758030846		0	0	0	Any	Any		0		48		63	1	48	1	0	1																																																																	
6944	血战天策_保护青雅牧场_狼牙据点_灼烧	99	Normal	Body	0	6944	0	Invalid	1	1	1	10	15	48	0	1	1																None	Fight	Any	Any	0		1	0	0																																														atCallSolarDamage	441												-1	3758030846		0	0	0	Any	Any		0		48		63	1	48	1	0	1																																																																	
6944	血战天策_保护青雅牧场_狼牙据点_灼烧	99	Normal	Body	0	6944	0	Invalid	2	1	1	10	15	48	0	1	1																None	Fight	Any	Any	0		1	0	0																																														atCallSolarDamage	882												-1	3758030846		0	0	0	Any	Any		0		48		63	1	48	1	0	1																																																																	
6945	血战天策_保护青雅牧场_狼牙据点_流血	99	Normal	Body	0	6945	0	Invalid	1	1	1	3	10	48	0	1	1																None	Fight	Any	Any	0		1	0	0	atExecuteScript	skill\npc\副本BOSS\血战天策\血战天策_狼牙据点_横扫千军.lua																																												atCallPhysicsDamage	1470												-1	3758030846		0	0	0	Any	Any		0		48		63	1	48	1	0	1																																																																	
6945	血战天策_保护青雅牧场_狼牙据点_流血	99	Normal	Body	0	6945	0	Invalid	2	1	1	3	10	48	0	1	1																None	Fight	Any	Any	0		1	0	0																																														atCallPhysicsDamage	1470												-1	3758030846		0	0	0	Any	Any		0		48		63	1	48	1	0	1																																																																	
6946	血战天策_保护青雅牧场_狼牙据点_骨折	99	Normal	Body	0	6946	0	Invalid	1	1	0	1	1	320	0	1	1																None	Fight	Any	Any	0		1	0	0	atNeutralDamageCoefficient	1024		atPhysicsDamageCoefficient	1024		atSolarDamageCoefficient	1024		atLunarDamageCoefficient	1024		atPoisonDamageCoefficient	1024																																													-1	3758030846		0	0	0	Any	Any		0		320		63	1	320	1	0	1																																																																	
6947	血战天策_保护青雅牧场_狼牙据点_添加邪心毒CD	99	Normal	Body	0	6947	0	Invalid	1	1	0	1	1	32	0	1	1																None	Any	Any	Any	0		1	0	0																																																											-1	3758030846		0	0	0	Any	Any		0		32		63	1	32	1	0	1																																																																	
6948	血战天策_保护青雅牧场_狼牙据点_添加灼烧CD	99	Normal	Body	0	6948	0	Invalid	1	1	0	1	1	32	0	1	1																None	Any	Any	Any	0		1	0	1																																																											-1	3758030846		0	0	0	Any	Any		0		32		63	1	32	1	0	1																																																																	
6949	血战天策_令狐伤_白龙闪	99	Normal	Body	0	6949	0	Invalid	1	1	0	1	1	320	0	1	1																None	Fight	Any	Any	0		1	0	0	atDisarm																																																										-1	3758030846		0	0	0	Any	Any		0		320		63	1	320	1	0	1																																																																	
6949	血战天策_令狐伤_白龙闪	99	Normal	Body	0	6949	0	Invalid	2	1	0	1	1	320	0	1	1																None	Fight	Any	Any	0		1	0	0	atDisarm																																																										-1	3758030846		0	0	0	Any	Any		0		320		63	1	320	1	0	1																																																																	
6949	血战天策_令狐伤_白龙闪	99	Normal	Body	0	6949	0	Invalid	3	1	0	1	1	320	0	1	1																None	Fight	Any	Any	0		1	0	0	atDisarm																																																										-1	3758030846		0	0	0	Any	Any		0		320		63	1	320	1	0	1																																																																	
6949	血战天策_令狐伤_白龙闪	99	Normal	Body	0	6949	0	Invalid	4	1	0	1	1	320	0	1	1																None	Fight	Any	Any	0		1	0	0	atDisarm																																																										-1	3758030846		0	0	0	Any	Any		0		320		63	1	320	1	0	1																																																																	
6950	血战天策_保护青雅牧场_狼牙据点_吸收盾	99	Normal	Body	0	6950	0	Invalid	1	1	0	1	1	96	0	1	1																GlobalAbsorb	Any	Any	Any	0		1	0	1	atGlobalDamageAbsorb	19140		atImmunityBeatBreak																																																							-1	3758030846		0	0	0	Any	Any		0		96		63	1	96	1	0	1																																																																	
6950	血战天策_保护青雅牧场_狼牙据点_吸收盾	99	Normal	Body	0	6950	0	Invalid	2	1	0	1	1	96	0	1	1																GlobalAbsorb	Any	Any	Any	0		1	0	1	atGlobalDamageAbsorb	96806		atImmunityBeatBreak																																																							-1	3758030846		0	0	0	Any	Any		0		96		63	1	96	1	0	1																																																																	
6951	血战天策_保护青雅牧场_狼牙据点_蚀心反噬	99	Normal	Body	0	6951	0	Invalid	1	1	0	1	1	160	0	1	1																None	Any	Any	Any	0		1	0	0	atLunarDamageCoefficient	512		atNeutralDamageCoefficient	512		atPhysicsDamageCoefficient	512		atPoisonDamageCoefficient	512		atSolarDamageCoefficient	512		atHalt																																											-1	3758030846		0	0	0	Any	Any		0		160		63	1	160	1	0	1																																																																	
6951	血战天策_保护青雅牧场_狼牙据点_蚀心反噬	99	Normal	Body	0	6951	0	Invalid	2	1	0	1	1	112	0	1	1																None	Any	Any	Any	0		1	0	0	atLunarDamageCoefficient	512		atNeutralDamageCoefficient	512		atPhysicsDamageCoefficient	512		atPoisonDamageCoefficient	512		atSolarDamageCoefficient	512		atHalt																																											-1	3758030846		0	0	0	Any	Any		0		112		63	1	112	1	0	1																																																																	
6951	血战天策_保护青雅牧场_狼牙据点_蚀心反噬	99	Normal	Body	0	6951	0	Invalid	3	1	0	1	1	48	0	1	1																None	Any	Any	Any	0		1	0	0	atLunarDamageCoefficient	512		atNeutralDamageCoefficient	512		atPhysicsDamageCoefficient	512		atPoisonDamageCoefficient	512		atSolarDamageCoefficient	512		atHalt																																											-1	3758030846		0	0	0	Any	Any		0		48		63	1	48	1	0	1																																																																	
6952	血战天策_雷狼_血迹发作	99	Normal	Body	0	6952	0	Invalid	1	1	0	1	1	16	0	1	1																None	Any	Any	Any	0		1	0	0	atPhysicsAttackPowerPercent	307		atBeTherapyCoefficient	-512		atMoveSpeedPercent	-512		atSolarAttackPowerPercent	307		atNeutralAttackPowerPercent	307		atLunarAttackPowerPercent	307		atPoisonAttackPowerPercent	307																																							-1	3758030846		0	0	0	Any	Any		0		16		63	1	16	1	0	1																																																																	
6952	血战天策_雷狼_血迹发作	99	Normal	Body	0	6952	0	Invalid	2	1	0	1	1	16	0	1	1																None	Any	Any	Any	0		1	0	0	atPhysicsAttackPowerPercent	307		atBeTherapyCoefficient	-563		atMoveSpeedPercent	-563		atSolarAttackPowerPercent	307		atNeutralAttackPowerPercent	307		atLunarAttackPowerPercent	307		atPoisonAttackPowerPercent	307																																							-1	3758030846		0	0	0	Any	Any		0		16		63	1	16	1	0	1																																																																	
6952	血战天策_雷狼_血迹发作	99	Normal	Body	0	6952	0	Invalid	3	1	0	1	1	16	0	1	1																None	Any	Any	Any	0		1	0	0	atPhysicsAttackPowerPercent	307		atBeTherapyCoefficient	-614		atMoveSpeedPercent	-614		atSolarAttackPowerPercent	307		atNeutralAttackPowerPercent	307		atLunarAttackPowerPercent	307		atPoisonAttackPowerPercent	307																																							-1	3758030846		0	0	0	Any	Any		0		16		63	1	16	1	0	1																																																																	
6952	血战天策_雷狼_血迹发作	99	Normal	Body	0	6952	0	Invalid	4	1	0	1	1	16	0	1	1																None	Any	Any	Any	0		1	0	0	atPhysicsAttackPowerPercent	307		atBeTherapyCoefficient	-666		atMoveSpeedPercent	-666		atSolarAttackPowerPercent	307		atNeutralAttackPowerPercent	307		atLunarAttackPowerPercent	307		atPoisonAttackPowerPercent	307																																							-1	3758030846		0	0	0	Any	Any		0		16		63	1	16	1	0	1																																																																	
6952	血战天策_雷狼_血迹发作	99	Normal	Body	0	6952	0	Invalid	5	1	0	1	1	16	0	1	1																None	Any	Any	Any	0		1	0	0	atPhysicsAttackPowerPercent	307		atBeTherapyCoefficient	-717		atMoveSpeedPercent	-717		atSolarAttackPowerPercent	307		atNeutralAttackPowerPercent	307		atLunarAttackPowerPercent	307		atPoisonAttackPowerPercent	307																																							-1	3758030846		0	0	0	Any	Any		0		16		63	1	16	1	0	1																																																																	
6952	血战天策_雷狼_血迹发作	99	Normal	Body	0	6952	0	Invalid	6	1	0	1	1	16	0	1	1																None	Any	Any	Any	0		1	0	0	atPhysicsAttackPowerPercent	307		atBeTherapyCoefficient	-768		atMoveSpeedPercent	-768		atSolarAttackPowerPercent	307		atNeutralAttackPowerPercent	307		atLunarAttackPowerPercent	307		atPoisonAttackPowerPercent	307																																							-1	3758030846		0	0	0	Any	Any		0		16		63	1	16	1	0	1																																																																	
6952	血战天策_雷狼_血迹发作	99	Normal	Body	0	6952	0	Invalid	7	1	0	1	1	16	0	1	1																None	Any	Any	Any	0		1	0	0	atPhysicsAttackPowerPercent	307		atBeTherapyCoefficient	-819		atMoveSpeedPercent	-819		atSolarAttackPowerPercent	307		atNeutralAttackPowerPercent	307		atLunarAttackPowerPercent	307		atPoisonAttackPowerPercent	307																																							-1	3758030846		0	0	0	Any	Any		0		16		63	1	16	1	0	1																																																																	
6952	血战天策_雷狼_血迹发作	99	Normal	Body	0	6952	0	Invalid	8	1	0	1	1	16	0	1	1																None	Any	Any	Any	0		1	0	0	atPhysicsAttackPowerPercent	307		atBeTherapyCoefficient	-870		atMoveSpeedPercent	-870		atSolarAttackPowerPercent	307		atNeutralAttackPowerPercent	307		atLunarAttackPowerPercent	307		atPoisonAttackPowerPercent	307																																							-1	3758030846		0	0	0	Any	Any		0		16		63	1	16	1	0	1																																																																	
6952	血战天策_雷狼_血迹发作	99	Normal	Body	0	6952	0	Invalid	9	1	0	1	1	16	0	1	1																None	Any	Any	Any	0		1	0	0	atPhysicsAttackPowerPercent	307		atBeTherapyCoefficient	-922		atMoveSpeedPercent	-922		atSolarAttackPowerPercent	307		atNeutralAttackPowerPercent	307		atLunarAttackPowerPercent	307		atPoisonAttackPowerPercent	307																																							-1	3758030846		0	0	0	Any	Any		0		16		63	1	16	1	0	1																																																																	
6952	血战天策_雷狼_血迹发作	99	Normal	Body	0	6952	0	Invalid	10	1	0	1	1	16	0	1	1																None	Any	Any	Any	0		1	0	0	atPhysicsAttackPowerPercent	307		atBeTherapyCoefficient	-973		atMoveSpeedPercent	-973		atSolarAttackPowerPercent	307		atNeutralAttackPowerPercent	307		atLunarAttackPowerPercent	307		atPoisonAttackPowerPercent	307																																							-1	3758030846		0	0	0	Any	Any		0		16		63	1	16	1	0	1																																																																	
6952	血战天策_雷狼_血迹发作	99	Normal	Body	0	6952	0	Invalid	11	1	0	1	1	16	0	1	1																None	Any	Any	Any	0		1	0	0	atPhysicsAttackPowerPercent	307		atBeTherapyCoefficient	-1024		atMoveSpeedPercent	-1024		atSolarAttackPowerPercent	307		atNeutralAttackPowerPercent	307		atLunarAttackPowerPercent	307		atPoisonAttackPowerPercent	307																																							-1	3758030846		0	0	0	Any	Any		0		16		63	1	16	1	0	1																																																																	
6952	血战天策_雷狼_血迹发作	99	Normal	Body	0	6952	0	Invalid	12	1	0	1	1	16	0	1	1																None	Any	Any	Any	0		1	0	0	atPhysicsAttackPowerPercent	1024		atBeTherapyCoefficient	-512		atMoveSpeedPercent	-512		atSolarAttackPowerPercent	1024		atNeutralAttackPowerPercent	1024		atLunarAttackPowerPercent	1024		atPoisonAttackPowerPercent	1024																																							-1	3758030846		0	0	0	Any	Any		0		16		63	1	16	1	0	1																																																																	
6952	血战天策_雷狼_血迹发作	99	Normal	Body	0	6952	0	Invalid	13	1	0	1	1	16	0	1	1																None	Any	Any	Any	0		1	0	0	atPhysicsAttackPowerPercent	1024		atBeTherapyCoefficient	-563		atMoveSpeedPercent	-563		atSolarAttackPowerPercent	1024		atNeutralAttackPowerPercent	1024		atLunarAttackPowerPercent	1024		atPoisonAttackPowerPercent	1024																																							-1	3758030846		0	0	0	Any	Any		0		16		63	1	16	1	0	1																																																																	
6952	血战天策_雷狼_血迹发作	99	Normal	Body	0	6952	0	Invalid	14	1	0	1	1	16	0	1	1																None	Any	Any	Any	0		1	0	0	atPhysicsAttackPowerPercent	1024		atBeTherapyCoefficient	-614		atMoveSpeedPercent	-614		atSolarAttackPowerPercent	1024		atNeutralAttackPowerPercent	1024		atLunarAttackPowerPercent	1024		atPoisonAttackPowerPercent	1024																																							-1	3758030846		0	0	0	Any	Any		0		16		63	1	16	1	0	1																																																																	
